UserName,ScreenName,Location,TweetAt,OriginalTweet,Sentiment,processed_text
1356,46308,"Phoenix, AZ",13-03-2020,I dont know why I was scared to go to the grocery store today  the only viruses I was exposed to were peoples bad-ass kids. #Covid_19 #coronapocalypse,Positive,dont know scare go groceri store today  virus expos people badass kid covid19 coronapocalyps
1357,46309,"Santa Monica, CA",13-03-2020,"As uncertainty over #coronavirus continues to grow, consumers are becoming more cautious about #shopping in public places &amp; are utilizing #online shopping as a means of getting necessities. https://t.co/weTMTYFYVo

#behavioralchange #behavioraleconomics #behavioralscience https://t.co/0bTXjEMV1I",Negative,uncertainti coronaviru continu grow consum becom cautiou shop public place amp util onlin shop mean get necess behavioralchang behavioraleconom behavioralsci
1358,46310,,13-03-2020,"Oil prices have collapsed this week. #Covid_19 
https://t.co/lj9RWtYwXM",Negative,oil price collaps week covid19
1359,46311,"Lansing, Michigan",13-03-2020,"WIth the #coronavirus is here in Michigan, people are preparing and stocking up on food and supplies just in case. Store shelves at several major retailers are empty or nearly empty of tissues, toilet paper and sanitizer wipes. https://t.co/K3aTv7GOJR",Negative,coronaviru michigan peopl prepar stock food suppli case store shelv sever major retail empti nearli empti tissu toilet paper sanit wipe
1360,46312,"Atlanta, GA",13-03-2020,Empty shelves and long lines as shoppers rush to the stores to stock up on food and supplies due to the virus What are stores doing to keep shoppers and employees safe Details at 5 and 6 on,Positive,empti shelv long line shopper rush store stock food suppli due viru store keep shopper employe safe detail 5 6
1361,46313,"Washington, D.C.",13-03-2020,"If you suspect a #coronavirus treatment or cure scam, please report it to the FTC at https://t.co/uNeizZ7GRh. Learn more about the signs of a scam here: https://t.co/wLoJtVypoG #COVID19 https://t.co/jwmUBCLxeZ",Extremely Negative,suspect coronaviru treatment cure scam pleas report ftc learn sign scam covid19
1362,46314,Dublin,13-03-2020,"Important Update: #Covid_19 will not steal food from the supermarket! We are not yet in #IrelandLockdown and  people already are #panicbuying - this is the situation in #Dublin South at 8:04, a good way to spread the virus. https://t.co/OnFcXVCB6E",Extremely Positive,import updat covid19 steal food supermarket yet irelandlockdown peopl alreadi panicbuy situat dublin south 804 good way spread viru
1363,46315,Iraq,13-03-2020,"USA 

Americans panic and supermarket shelves are left empty 

#Covid_19 #coronavirus #COVID19 #?????_?????? #CoronaVirusUpdate #Coronavirüs https://t.co/UwKiur4uHK",Extremely Negative,usa american panic supermarket shelv left empti covid19 coronaviru covid19 coronavirusupd coronavirü
1364,46316,"Bahrain, NL & US",13-03-2020,"In the #Netherlands, amid the #Covid_19 panic, people are wiping the supermarket shelves clean. But out of everything, the Dutch are really after toilet paper????
Toilet paper is the new Twitter celebrity
#toiletpapier 
#coronavirusNederland 
#CoronaOutbreak 
#ToiletPaperApocalypse https://t.co/0YjjuzKxqi",Negative,netherland amid covid19 panic peopl wipe supermarket shelv clean everyth dutch realli toilet paper toilet paper new twitter celebr toiletpapi coronavirusnederland coronaoutbreak toiletpaperapocalyps
1365,46317,"Boston, MA",13-03-2020,"Wow theres really nothing at the grocery store! No water, no bread, no meat, no frozen foods... tons and tons of empty shelves! If the virus doesnt get me starvation will ? #Covid_19 #coronapocalypse",Negative,wow there realli noth groceri store water bread meat frozen food ton ton empti shelv viru doesnt get starvat covid19 coronapocalyps
1366,46318,London,13-03-2020,"Most changes in prices for #fertilizer commodities in #China since the #coronavirus epidemic started have been to the upside, mainly due to constraints in logistics and production. #Ammonia has been the key exception, while #sulphur has seen the biggest jumps. https://t.co/udIsDVQUXs",Neutral,chang price fertil commod china sinc coronaviru epidem start upsid mainli due constraint logist product ammonia key except sulphur seen biggest jump
1367,46319,,13-03-2020,"PSA because my timeline is a fking mess right now. Heres how to deal with the #Covid_19 virus.
1) stock food (canned goods, beans, rice, chicken stock, etc.)
2) get a reasonable amount of other NECESSARY supplies so you can stay in your home for 4+ weeks.
3) STAY THE FK HOME 1/3",Negative,psa timelin fking mess right here deal covid19 viru 1 stock food can good bean rice chicken stock etc 2 get reason amount necessari suppli stay home 4 week 3 stay fk home 13
1368,46320,,13-03-2020,@FlippinKath #coronavirus #tlna my big fear is purely money as I am a self employed Taxi Driver. If we go to lockdown Gov. Should hire us to help with online shopping deliveries as retailers would not be able to cope. Win-win!,Extremely Positive,flippinkath coronaviru tlna big fear pure money self employ taxi driver go lockdown gov hire us help onlin shop deliveri retail would abl cope winwin
1369,46321,"Ayr, Scotland",13-03-2020,"The chaos of the American grocery store - 12 March 2020. 

#coronavirus #CoronaOutbreak #Covid_19 https://t.co/xf917gp8Yq",Negative,chao american groceri store 12 march 2020 coronaviru coronaoutbreak covid19
1370,46322,"Canada, Ireland, Netherlands",13-03-2020,Note: not every scumbag parasite profiteering from #Covid_19 has a pickup truck full of #toiletpaper. Some like @loblawco do it right in the store -- after cashing $12Million handouts from Canadian government #cdnpoli @ShopprsDrugMart #CoronaVirusCanada https://t.co/fWf9GqGAE2,Extremely Positive,note everi scumbag parasit profit covid19 pickup truck full toiletpap like loblawco right store cash 12million handout canadian govern cdnpoli shopprsdrugmart coronaviruscanada
1371,46323,"Fairfax, VA",13-03-2020,"Food for Others is anticipating an increased demand for food due to the Coronavirus (COVID-19) outbreak. If you would like to donate food, please visit our amazon wish list at the link below. https://t.co/Vx7ib1IHip",Extremely Positive,food other anticip increas demand food due coronaviru covid19 outbreak would like donat food pleas visit amazon wish list link
1372,46324,"Atlanta, GA, USA",13-03-2020,TLDR: Sign up to help get free groceries to people affected by #CoronavirusPandemic in #Atlanta here: https://t.co/J1aTjXWrWn,Extremely Positive,tldr sign help get free groceri peopl affect coronaviruspandem atlanta
1373,46325,,13-03-2020,"Football stock prices have been falling for the last month due to #Covid_19 #CoronavirusPandemic ??

On our LinkedIn, we look at price falls over the past month ?

https://t.co/CCcWDJthm2 https://t.co/pa8AkI8D42",Negative,footbal stock price fall last month due covid19 coronaviruspandem linkedin look price fall past month
1374,46326,,13-03-2020,"#Covid_19 Third, we destroy tourism for the whole world Fourth. No one will doubt you is in need, and more importantly, we will leave the whole world know our value when we stop exporting and you know that the whole world is taking our need at the cheapest prices",Extremely Negative,covid19 third destroy tourism whole world fourth one doubt need importantli leav whole world know valu stop export know whole world take need cheapest price
1375,46327,,13-03-2020,"What is critical to understand, is that the long-term planning horizons involved, and the momentum that currently exists in the energy transformation, means neither low oil prices nor #Covid_19 will interrupt or change our path towards the decarbonisation of our societies...",Positive,critic understand longterm plan horizon involv momentum current exist energi transform mean neither low oil price covid19 interrupt chang path toward decarbonis societi
1376,46328,,13-03-2020,"Ive gotten four notifications from Hopper this morning about cheap airfare - and they are really good prices. 

People - do not travel right now unless its absolutely necessary. #coronavirus #Covid_19",Positive,iv gotten four notif hopper morn cheap airfar realli good price peopl travel right unless it absolut necessari coronaviru covid19
1377,46329,"Montréal, Québec",13-03-2020,My grocery store in Montreal. It is usually completely stocked..... #CoronaVirusCanada #Covid_19 #coronapocalypse https://t.co/0asmXipn8n,Neutral,groceri store montreal usual complet stock coronaviruscanada covid19 coronapocalyps
1378,46330,"Dublin, Ireland",13-03-2020,"#Covid_19 In time, when this has all died down, people should donate all their shop-bought, panic-induced food-stuffs to the homeless. It will be used and appreciated.  Otherwise it will fall out of date and consigned to the bin. #coronavirus #panicbuying",Negative,covid19 time die peopl donat shopbought panicinduc foodstuff homeless use appreci otherwis fall date consign bin coronaviru panicbuy
1379,46331,"Pretoria, South Africa",13-03-2020,"Safe Havens Fail to Advance as Market Panic Continues. 

Key risk events today:
US Prelim UoM Consumer Sentiment.

https://t.co/taAN7e3Q5S

#CoronaVirusSA #Limpopo #Covid_19 https://t.co/qW2oheUXot",Extremely Negative,safe haven fail advanc market panic continu key risk event today us prelim uom consum sentiment coronavirussa limpopo covid19
1380,46332,,13-03-2020,"Shopping carts at our local grocery store. Yes, theyre all inside- and the lines looked LONG...
The ATM was out of cash as well. I just wanted to buy gift cards to give away in the stream tonight... 
Which is worse? The virus or the panic? #Covid_19 #CoronavirusPandemic https://t.co/Dxu7sBAp0G",Positive,shop cart local groceri store ye theyr insid line look long atm cash well want buy gift card give away stream tonight wors viru panic covid19 coronaviruspandem
1381,46333,Galway,13-03-2020,@KZapponeTD @DCYAPress What is the story with crèches etc that continue to charge full prices while they are closed but not pay their workers. Will the gov insist on fees being refunded to parents? Asking for 30K-ish friends #Covid_19 #Coronavirusireland,Extremely Positive,kzapponetd dcyapress stori crèche etc continu charg full price close pay worker gov insist fee refund parent ask 30kish friend covid19 coronavirusireland
1382,46334,"Brooklyn, New York",13-03-2020,"The supermarket by me is packed, and it's not because today is #FridayThe13th, lol! #Brooklyn #NewYork  #CoronaVirus #Covid_19 #SelfIsolation #WashYourHands ??????? https://t.co/qXfNPKdMDg",Positive,supermarket pack today fridaythe13th lol brooklyn newyork coronaviru covid19 selfisol washyourhand
1383,46335,,13-03-2020,"@BernaMeaden Good point! Similar problem with supermarket food deliveries. They are supposed to leave the delivery outside, but they no longer deliver in carrier bags. So what are they gonna do? Just dump the lot on the pavement loose? #Covid_19 #selfisol",Extremely Negative,bernameaden good point similar problem supermarket food deliveri suppos leav deliveri outsid longer deliv carrier bag gon na dump lot pavement loos covid19 selfisol
1384,46336,Stars Hollow,13-03-2020,"Everyone is helping love ones ensuring theyre safe from Covid-19, but please dont forget those people in our world who dont have anyone to help them to get the basic essentials from the grocery store. If you see an elderly person or anyone who needs help, help them ??#Covid_19",Extremely Positive,everyon help love one ensur theyr safe covid19 pleas dont forget peopl world dont anyon help get basic essenti groceri store see elderli person anyon need help help covid19
1385,46337,Earth,13-03-2020,"#Covid_19 protection face masks?online in stock??
regular prices #RetweeetPlease #help
https://t.co/MugEyYD8JZ
#Coronavirus #2019Cov #N95Masks #N95 #facemask  #COVID19 #coronavirusUSA #CoronaVirusItalia #CoronavirusOutbreak #health #NewsPicks #VirusCorona #Trump #Wuhan #Healthy https://t.co/luKEm0SG6Q",Neutral,covid19 protect face masksonlin stock regular price retweeetpleas help coronaviru 2019cov n95mask n95 facemask covid19 coronavirususa coronavirusitalia coronavirusoutbreak health newspick viruscorona trump wuhan healthi
1386,46338,,13-03-2020,"COVID-19: get informed &amp; trust official, scientific advice. No to panic, discrimination against people from heavily infected areas, hoarding of masks or food supplies. But also no minimizing. This epidemic affects us all. ONE ? ONE HEALTH
#stayhome 
https://t.co/rkEk9xxGz2",Extremely Negative,covid19 get inform amp trust offici scientif advic panic discrimin peopl heavili infect area hoard mask food suppli also minim epidem affect us one one health stayhom
1387,46339,Tanzania,13-03-2020,"My biggest worry for Corona in Africa isnt even the direct handshakes. Its the motorcycle helmets and how we share and pass them from one person to another. 
One bike carries at least 20 people a day, and these 20 people go different places. And thats just ONE bike. https://t.co/flKxFgrSEn",Negative,biggest worri corona africa isnt even direct handshak it motorcycl helmet share pass one person anoth one bike carri least 20 peopl day 20 peopl go differ place that one bike
1388,46340,,13-03-2020,"@Paris__G I just came back from the grocery store, what a nightmare.  No toilet paper,  no wipes, no water, no soup,  no pasta and so many other shelves empty but can't remember what was there.
#SaveSomeStuffForOthers
#Covid_19",Extremely Negative,parisg came back groceri store nightmar toilet paper wipe water soup pasta mani shelv empti cant rememb savesomestuffforoth covid19
1389,46341,"Scotland, United Kingdom",13-03-2020,Me waiting for people to come out the supermarket with toilet paper #coronavirus #COVID_19uk #CoronaOutbreak #coronapocalypse #Covid_19 #CoronavirusPandemic https://t.co/HIPlhy9tDn,Neutral,wait peopl come supermarket toilet paper coronaviru covid19uk coronaoutbreak coronapocalyps covid19 coronaviruspandem
1390,46342,"Tema,Accra-Ghana...c5",13-03-2020,It wouldnt be wise should prices of hand sanitizers go up. When you die go and spend the money in your grave. #Covid_19,Negative,wouldnt wise price hand sanit go die go spend money grave covid19
1391,46343,"Iowa, USA",13-03-2020,"Due to COVID-19 Ill be cancelling or postponing all in person meetups. Shopping sessions can be done online if you want. Well figure it out yall 

?findom?collegedomme?bratty",Negative,due covid19 ill cancel postpon person meetup shop session done onlin want well figur yall findomcollegedommebratti
1392,46344,,13-03-2020,"If someone is blocking an isle in the grocery store, just start fake coughing so theyll make space. #Covid_19 #coronavirus #CoronavirusPandemic",Extremely Negative,someon block isl groceri store start fake cough theyll make space covid19 coronaviru coronaviruspandem
1393,46345,"Toronto, Ontario",13-03-2020,"Americans stock up on food as COVID-19 concerns rise 

#GoldmoneyResearch https://t.co/cPq9vqIw23",Neutral,american stock food covid19 concern rise goldmoneyresearch
1394,46346,Hamburg,13-03-2020,"Pro tip: *always* take the receipt from supermarket/restaurant and keep it in back pocket.

I just saved your ass ?

#Covid_19 
#CoronavirusPandemic 
#coronvirus",Negative,pro tip alway take receipt supermarketrestaur keep back pocket save ass covid19 coronaviruspandem coronviru
1395,46347,"Easton-in-Gordano, Bristol, UK",13-03-2020,Me in the supermarket today touching anything. #Covid_19 https://t.co/p07csfqQuo,Neutral,supermarket today touch anyth covid19
1396,46348,UK,13-03-2020,"How is a #coronavirus lockdown effective? The virus survives for 3 hours (air), 1 day (cardboard - lovely online shopping deliveries) and 3 days (metal.) https://t.co/WGdATGRZlJ Stop transmission entirely with a China-style lockdown, burn through existing cases. #coronavirusuk",Extremely Positive,coronaviru lockdown effect viru surviv 3 hour air 1 day cardboard love onlin shop deliveri 3 day metal stop transmiss entir chinastyl lockdown burn exist case coronavirusuk
1397,46349,Manchester,13-03-2020,"Damn. No pasta in the supermarket.

I needed to use lasagne sheets as toilet paper.

#Covid_19 #CoronaOutbreak #coronavirusuk #coronavirus #panicbuying",Negative,damn pasta supermarket need use lasagn sheet toilet paper covid19 coronaoutbreak coronavirusuk coronaviru panicbuy
1398,46350,,13-03-2020,"? 50% OFF SITEWIDE! ?
Don't let #coronavirus prevent you from shopping! Were giving customers the same deal as employees and encouraging you to shop online! Save big, now thru Monday! https://t.co/ngnz6aj8m4",Extremely Positive,50 sitewid dont let coronaviru prevent shop wer give custom deal employe encourag shop onlin save big thru monday
1399,46351,,13-03-2020,"?? Tips for Self Protection ?? Prevent #coronavirus by shopping online! Were giving customers 50% off sitewide so you can stay home and stay healthy! ??
Discount automatically applied at checkout. https://t.co/vzzi5QpO4N",Extremely Positive,tip self protect prevent coronaviru shop onlin wer give custom 50 sitewid stay home stay healthi discount automat appli checkout
1400,46352,,13-03-2020,"?? THIS JUST IN ?? Prevent #coronavirus by shopping online! @GrassrootsCali is giving customers 50% off every onlinr purchase now through Monday! ??
#shoponline #shopnow https://t.co/HbTsF0SZeN",Positive,prevent coronaviru shop onlin grassrootscali give custom 50 everi onlinr purchas monday shoponlin shopnow
1401,46353,,13-03-2020,"Grocery store line. Eugene, OR. 1am PST. All the way to the back of the store, curving along back wall. No TP. No rice. No beans. #coronavirus https://t.co/NVSqnTHEAU",Extremely Negative,groceri store line eugen 1am pst way back store curv along back wall tp rice bean coronaviru
1402,46354,"Oregon, USA",13-03-2020,"I'm back from my local grocery store, and this pretty much sums up the toilet paper section: 
#Coronavirus /Fortunately, I stocked up on it a week or so ago, because I know people go crazy about TP when there's unnecessary panic. #ToiletPaper https://t.co/cs1vhnauM8",Negative,im back local groceri store pretti much sum toilet paper section coronaviru fortun stock week ago know peopl go crazi tp there unnecessari panic toiletpap
1403,46355,"From White Rock, B.C.",13-03-2020,The lineup at the Muslim Brotherhood run Red Tomatoes  in Rancho Cucamonga stretches around the entire inside perimetre of the grocery store. #Covid_19 #coronapocalypse https://t.co/xvtsLkTCYb,Neutral,lineup muslim brotherhood run red tomato rancho cucamonga stretch around entir insid perimetr groceri store covid19 coronapocalyps
1404,46356,"Ontario, Canada",13-03-2020,"Lineups at my small-town Ontario, Canada grocery store are insane tonight #Covid_19",Negative,lineup smalltown ontario canada groceri store insan tonight covid19
1405,46357,"Cleveland, OH",13-03-2020,Just spent over $300 at the grocery store of picked over shelves (and no toilet paper) solely because of my planned and anticipated multiple overtime shifts due to critical staffing shortages. We are all in this together. #FlattenTheCurve #Covid_19,Extremely Negative,spent 300 groceri store pick shelv toilet paper sole plan anticip multipl overtim shift due critic staf shortag togeth flattenthecurv covid19
1406,46358,"Groningen, Nederland",13-03-2020,"#Covid_19 #coronavirus #update from the #Netherlands. Compared with yesterday the new numbers is this: total infected cases 804 (+ 190) and number of deaths 10 (+ 5). There is a paid looting of the supermarket for toiletpaper, milk, pasta and surely other things. &gt; https://t.co/rA0vaAXKmz",Positive,covid19 coronaviru updat netherland compar yesterday new number total infect case 804 190 number death 10 5 paid loot supermarket toiletpap milk pasta sure thing gt
1407,46359,Where the drama is. ,13-03-2020,"Word of the day: #hamsteren.
It means hoarding or stock piling the way hamsters do.
Hamsters stuff their cheeks with food to carry it to their burrows much like stubborn Dutchies who do it as well even though it's not necessary at all! 

#CoronaVirusUpdate #Covid_19",Positive,word day hamsteren mean hoard stock pile way hamster hamster stuff cheek food carri burrow much like stubborn dutchi well even though necessari coronavirusupd covid19
1408,46360,"Amsterdam, The Netherlands",13-03-2020,"I LOVE how governments likes to send out mixed #Covid_19 messages;

"" Please work from home at all costs, avoid contact only if it's neccesary""

[ the people stack up food, staying home ]

"" Please don't plunder the supermarkets, avoid creating a panic at all cost please""

???",Extremely Positive,love govern like send mix covid19 messag pleas work home cost avoid contact neccesari peopl stack food stay home pleas dont plunder supermarket avoid creat panic cost pleas
1409,46361,,13-03-2020,"If youre stuck inside due to #Covid_19, maybe do a bit of online shopping at https://t.co/Yher3sjvZc. We have some tight mugs you can sip your immunity-building herbal tea from. https://t.co/TgejfiSdCp",Negative,your stuck insid due covid19 mayb bit onlin shop tight mug sip immunitybuild herbal tea
1410,46362,USA,13-03-2020,I'm going out today to stock up on food not TP as I hear it's all gone from the stores now anyway. Hardly any tests here in NH and the virus struck my town. See ya all in a month #staycation #StaySafe #Covid_19 #NoTravel,Positive,im go today stock food tp hear gone store anyway hardli test nh viru struck town see ya month staycat staysaf covid19 notravel
1411,46363,"San Antonio, Texas",13-03-2020,"H-E-B has been preparing for #COVID?19 &amp; we are in a strong position to keep replenishing shelves.  Customers shouldn't panic, we continue to restock shelves. We encourage preparedness, not stockpiling  please buy what you need &amp; leave some for your neighbor behind you.",Positive,heb prepar covid19 amp strong posit keep replenish shelv custom shouldnt panic continu restock shelv encourag prepared stockpil  pleas buy need amp leav neighbor behind
1412,46364,Philly-Baghdad-DC-NYC-Global,13-03-2020,Crazy lines at the @ShopRiteStores supermarket. #Coronona #Covid_19 https://t.co/u5pqOBJdrF,Negative,crazi line shopritestor supermarket coronona covid19
1413,46365,"Hollywood, CA",13-03-2020,"Gym is too dirty, limited runs/hikes due to rain, over-stock on food and toilet paper... wonderful, were all getting fat together before we die #CoronavirusPandemic #CoronaVirus #Corona",Extremely Negative,gym dirti limit runshik due rain overstock food toilet paper wonder wer get fat togeth die coronaviruspandem coronaviru corona
1414,46366,Pakistan,13-03-2020,"@iamshafaatali Its a trend seen in every emerg mkt.. At the start of #Covid_19 the ""carry"" was inducing foreigners to invest in bonds but those flows have reversed since Feb-end &amp; bond prices have fallen in the past few days. Obv. Pak being EM have wi",Negative,iamshafaatali trend seen everi emerg mkt start covid19 carri induc foreign invest bond flow revers sinc febend amp bond price fallen past day obv pak em wi
1415,46367,Room of Requirement,13-03-2020,"In all your panic purchasing for #Covid_19, did you remember to buy extra food and supplies for your pets? If you're quarantined, they are too.",Negative,panic purchas covid19 rememb buy extra food suppli pet your quarantin
1416,46368,,13-03-2020,What did everyone get a bit of extra stock of at the grocery store yesterday? @coronaviruscare #BePreparedNotPanicked #Covid_19,Neutral,everyon get bit extra stock groceri store yesterday coronaviruscar bepreparednotpanick covid19
1417,46369,"Hyderabad, India",13-03-2020,"Its unfortunate how certain people are making money out of people's fear,skyrocketing prices at stores causing massive shortage,Stop buying masks people!It doesnt protect you from getting the infection, the ones who need it arent having it #Covid_19",Extremely Negative,unfortun certain peopl make money peopl fearskyrocket price store caus massiv shortagestop buy mask peopleit doesnt protect get infect one need arent covid19
1418,46370,"Abeokuta, Nigeria",13-03-2020,"#Covid_19 is affecting Nigeria economy. 

After oil prices fel to around $30 per barrel,bad news headlines began to flow, the Nigerian stock market lost ?1 trilion; which had been stable since 2016,lost over 10% of its value against the dolar on the paralel market. 
$1 = ?400 https://t.co/LxmJlYVZAO",Negative,covid19 affect nigeria economi oil price fel around 30 per barrelbad news headlin began flow nigerian stock market lost 1 trilion stabl sinc 2016lost 10 valu dolar paralel market 1 400
1419,46371,"Geneva, Switzerland",13-03-2020,"#panicbuying in a supermarket in Nyon Switzerland, near Geneva - hours after @WHO declares Europe new epicentre of #Covid_19 #pandemic New #coronavirus story on HPW?https://t.co/X5AMDLUucv https://t.co/En9LjHfOuk",Neutral,panicbuy supermarket nyon switzerland near geneva hour declar europ new epicentr covid19 pandem new coronaviru stori hpw
1420,46372,"Hamilton, Ontario",13-03-2020,#ThankfulThursday In addition to all the #healthworkers getting us through #Covid_19 - I want to make a special shout out to the #retailheros working through chaos and keeping the peace as Canadians flock to the grocery store and pharmacy. I am so grateful for you today! https://t.co/NmQbIsAZx4,Extremely Positive,thankfulthursday addit healthwork get us covid19 want make special shout retailhero work chao keep peac canadian flock groceri store pharmaci grate today
1421,46373,"Torquay, Devon, UK",13-03-2020,"It's okay. We'll all be fine in #Torbay. I never actually realised we had so many infectious disease experts in town - they are all offering their knowledge &amp; expertise on various local 'Spotted' FB pages too.... ?
#Covid_19",Positive,okay well fine torbay never actual realis mani infecti diseas expert town offer knowledg amp expertis variou local spot fb page covid19
1422,46374,,13-03-2020,"THIS #Coronovirus IS SHOWING THE ""TRUE COLORS"" OF GREEDY &amp; SELFISH PEOPLE IN THE GROCERY STORES. ONE GUY GOT THROWN OUT OF THE STORE BECAUSE HE WOULDN'T GIVE A COUPLE OF THE 20 PACKS OF WIPES HE HOARDED TO A WOMAN OF 2 KIDS. #Panicbuying #Covid_19 #CoronaOutbreak  WHAT AN A-HOLE!",Negative,coronoviru show true color greedi amp selfish peopl groceri store one guy got thrown store wouldnt give coupl 20 pack wipe hoard woman 2 kid panicbuy covid19 coronaoutbreak ahol
1423,46375,,13-03-2020,"Global crisis underway as per media. Stock markets plummeting, oil prices crashing &amp; the CoronaVirus pandemic. The World needs the #Avengers. #CrudeOil #Covid_19 #StockMarketCrash2020",Extremely Negative,global crisi underway per media stock market plummet oil price crash amp coronaviru pandem world need aveng crudeoil covid19 stockmarketcrash2020
1424,46376,"Dallas, TX",13-03-2020,"I'm gonna call that a wrap for now, but if anyone needs advice on how to stock up for the #Covid_19 apocalypse that is coming on through then DM me, I am more than happy to help write grocery lists or help take stock of what you may need. 

and just make some good fuckin' food. https://t.co/EzrwMNP66I",Extremely Positive,im gon na call wrap anyon need advic stock covid19 apocalyps come dm happi help write groceri list help take stock may need make good fuckin food
1425,46377,"Netherlands, Europe",13-03-2020,Was out buying some beers in the supermarket in the middle of the hoarding chaos. A man approached me: thats more like my idea of quarantaine. #Covid_19 #Netherlands,Negative,buy beer supermarket middl hoard chao man approach that like idea quarantaine covid19 netherland
1426,46378,"Atlanta, GA",13-03-2020,"Husband just got back from the grocery store and said he overheard two soccer moms bitching about expired gummy vitamins. On the upside, this is who well be facing in The Purge. #coronapocalypse #Covid_19 #panicbuying",Negative,husband got back groceri store said overheard two soccer mom bitch expir gummi vitamin upsid well face purg coronapocalyps covid19 panicbuy
1427,46379,"New Hampshire, USA",13-03-2020,"If it applies, be forever grateful for the abundance &amp; variety of food available to you. Amazing watching shelves restocked at grocery store. This virus aint shit compared to a food shortage. We live in good times. #Covid_19 #CoronaOutbreak #CoronaOutbreak #QuarantineAndChill",Extremely Positive,appli forev grate abund amp varieti food avail amaz watch shelv restock groceri store viru aint shit compar food shortag live good time covid19 coronaoutbreak coronaoutbreak quarantineandchil
1428,46380,"New Hampshire, USA",13-03-2020,Missing market open for some grocery shopping. Line wraps to the back of store. Manager on loudspeaker trying to calm customers. Toilet paper is but a dream. #stocks #StockMarket #DayTrading #BBTFamily #Covid_19 #CoronaOutbreak,Positive,miss market open groceri shop line wrap back store manag loudspeak tri calm custom toilet paper dream stock stockmarket daytrad bbtfamili covid19 coronaoutbreak
1429,46381,NYC,13-03-2020,"Anxiety levels are high over #Covid_19 The last thing you want to do get scammed into purchasing the cure on line. Right now THERE IS NO CURE (ahem, Alex Jones). Check out what retailers are doing to protect the consumer ??. Thanks for having me on @DrOz! #shopping #retail https://t.co/P9Zi62cNe8",Positive,anxieti level high covid19 last thing want get scam purchas the cure line right cure ahem alex jone check retail protect consum thank droz shop retail
1430,46382,United States,13-03-2020,Based on the grocery store shelves yesterday Cheez-Its are a folk remedy for COVID-19.,Neutral,base groceri store shelv yesterday cheezit folk remedi covid19
1431,46383,third planet from the Sun,13-03-2020,Virus attacks! You need to stock on some food supplies! Meanwhile in America... #coronapocalypse #COVID19 #coronavirus https://t.co/7xIqCFb8em,Negative,viru attack need stock food suppli meanwhil america coronapocalyps covid19 coronaviru
1432,46384,"ÜT: 28.508488,-81.469986",13-03-2020,"A guy just passed me with 14 cases of beer at the grocery store. Only other thing in his overflowing cart, peanuts... ? #CoronavirusPandemic #priorities #Covid_19 #coronavirus",Neutral,guy pass 14 case beer groceri store thing overflow cart peanut coronaviruspandem prioriti covid19 coronaviru
1433,46385,"Long Island, NY, United States",13-03-2020,"At a nearby grocery store, almost all the frozen fruit is completely gone, except for a shit ton of frozen mangoes. #MangoesAreGood #COVID19 #coronapocalypse #Covid_19",Negative,nearbi groceri store almost frozen fruit complet gone except shit ton frozen mango mangoesaregood covid19 coronapocalyps covid19
1434,46386,,13-03-2020,"@RexallDrugstore soooo how come an 8-pack of doubleroll toilet paper at your 160 Elgin Street store in Ottawa is the wildly outrageous sum of $22!?!???! 
What is this?! 
You see these prices for packs of 24. Not 8. Do better. 
#ottnews #Covid_19",Extremely Negative,rexalldrugstor soooo come 8pack doublerol toilet paper 160 elgin street store ottawa wildli outrag sum 22 see price pack 24 8 better ottnew covid19
1435,46387,Peshawar,13-03-2020,"Is the world collapsing?
a. #StockMarket down
b. Human contacts decreasing
c. #Schools closed
d. #TravelBan
e. Food prices increasing
f. Fighting at several destinations
g. Opportunistics joy
h. Gatherings cancelled

 #CoronavirusPandemic #CoronaOutbreak #Covid_19 #WuhanVirus",Negative,world collaps stockmarket b human contact decreas c school close travelban e food price increas f fight sever destin g opportunist joy h gather cancel coronaviruspandem coronaoutbreak covid19 wuhanviru
1436,46388,Ireland,13-03-2020,"Pls be mindful &amp; kind to each other.Remember that people in the food supply,public transport,healthcare &amp; other services can't work from home. They cope with an increased workload and other people's panic.Pls respect them, they keep our country going in times of crisis! #Covid_19 https://t.co/zXcC8Eu4ss",Positive,pl mind amp kind otherrememb peopl food supplypubl transporthealthcar amp servic cant work home cope increas workload peopl panicpl respect keep countri go time crisi covid19
1437,46389,"Bloomington, Indiana",13-03-2020,"In light of President McRobbies COVID-19 message on March 10, IU Surplus will be closing the retail store from Monday, March 16 through Sunday, April 5. 

We will continue to provide services to IU departments during this time. https://t.co/fpLke8LXsm",Neutral,light presid mcrobbie covid19 messag march 10 iu surplu close retail store monday march 16 sunday april 5 continu provid servic iu depart time
1438,46390,Belfast/ Glasgow/ Mars,13-03-2020,"#COVID_19uk has got us all worried, if your out shopping buy a few xtra items for  your local #foodbanks most shops have one like my local #Tesco @tescoantrimcomm or check online. Lets try and help everyone stay safe in our communities against #Covid_19 ?",Extremely Positive,covid19uk got us worri shop buy xtra item local foodbank shop one like local tesco tescoantrimcomm check onlin let tri help everyon stay safe commun covid19
1439,46391,,13-03-2020,Let's see how long #Covid_19 survives Dublin rental prices,Neutral,let see long covid19 surviv dublin rental price
